DATE,SUBSCRIBERS_GAINED,SUBSCRIBERS_LOST,VIEWS,WATCH_HOURS,LIKES,SHARES,COMMENTS,TOTAL_SUBSCRIBERS
2022-09-13,135,34,4320,573,261,57,26,52147
2022-09-14,129,27,5188,549,281,69,37,52249
2022-09-15,107,31,5201,499,302,58,32,52325
2022-09-16,141,30,3961,564,304,49,25,52436
2022-09-17,107,31,7412,952,541,60,28,52512
2022-09-18,125,34,6998,847,459,60,32,52603
2022-09-19,112,32,4523,593,339,68,33,52683
2022-09-20,121,31,5556,637,290,60,26,52773
2022-09-21,126,25,4575,641,294,58,32,52874
2022-09-22,126,27,4501,544,264,67,24,52973
2022-09-23,127,30,4933,671,282,61,30,53070
2022-09-24,142,30,7851,1018,481,56,33,53182
2022-09-25,128,27,7245,813,457,68,28,53283
2022-09-26,119,37,5473,561,334,62,25,53365
2022-09-27,134,35,5165,685,311,61,31,53464
2022-09-28,137,32,3837,604,295,62,28,53569
2022-09-29,107,30,4650,477,372,54,32,53646
2022-09-30,130,30,4637,528,304,58,27,53746
2022-10-01,131,27,7730,898,513,61,28,53850
2022-10-02,119,30,5444,814,442,60,24,53939
2022-10-03,140,31,6181,590,329,69,31,54048
2022-10-04,121,26,5192,618,336,62,30,54143
2022-10-05,125,31,5009,707,314,66,27,54237
2022-10-06,121,30,5526,599,235,61,31,54328
2022-10-07,124,24,6107,684,309,68,34,54428
2022-10-08,110,28,8079,1059,520,64,30,54510
2022-10-09,106,29,8148,1060,487,61,31,54587
2022-10-10,144,36,5033,637,323,61,31,54695
2022-10-11,113,32,4905,498,256,56,27,54776
2022-10-12,112,26,4747,649,287,65,37,54862
2022-10-13,97,32,4579,686,323,61,29,54927
2022-10-14,116,26,4657,616,323,59,33,55017
2022-10-15,108,34,6500,1095,522,69,33,55091
2022-10-16,145,29,7471,1014,459,54,30,55207
2022-10-17,137,30,4181,658,324,59,33,55314
2022-10-18,116,35,5135,691,312,68,31,55395
2022-10-19,153,27,5031,645,281,64,26,55521
2022-10-20,137,26,5134,469,241,62,30,55632
2022-10-21,121,29,4806,594,326,64,29,55724
2022-10-22,94,34,9970,1050,477,63,29,55784
2022-10-23,154,26,8682,862,439,53,27,55912
2022-10-24,108,22,4471,613,262,60,34,55998
2022-10-25,105,29,5239,562,333,72,36,56074
2022-10-26,138,33,4821,740,305,58,34,56179
2022-10-27,156,35,4624,734,331,60,35,56300
2022-10-28,143,29,4468,573,373,59,30,56414
2022-10-29,133,30,8096,958,370,62,29,56517
2022-10-30,133,35,7253,880,438,59,29,56615
2022-10-31,137,25,5706,669,308,66,33,56727
2022-11-01,136,30,5736,663,361,64,32,56833
2022-11-02,130,32,5953,683,264,68,31,56931
2022-11-03,128,33,4801,653,377,56,35,57026
2022-11-04,126,30,5516,818,320,61,32,57122
2022-11-05,117,31,8424,852,469,61,29,57208
2022-11-06,123,23,7571,787,465,66,29,57308
2022-11-07,105,29,4905,609,303,58,33,57384
2022-11-08,126,33,6192,535,350,69,35,57477
2022-11-09,114,28,5473,540,283,71,33,57563
2022-11-10,113,31,5710,572,328,57,37,57645
2022-11-11,129,33,4944,578,306,60,37,57741
2022-11-12,145,30,7120,864,441,60,33,57856
2022-11-13,139,32,7674,1005,601,80,29,57963
2022-11-14,107,28,5377,606,332,61,27,58042
2022-11-15,115,31,4882,627,338,74,30,58126
2022-11-16,140,33,5478,696,355,55,34,58233
2022-11-17,115,32,4574,591,274,57,37,58316
2022-11-18,125,30,4906,623,376,59,33,58411
2022-11-19,135,32,8877,996,360,58,35,58514
2022-11-20,116,34,8855,775,444,62,31,58596
2022-11-21,130,25,5369,489,306,59,34,58701
2022-11-22,111,35,5039,664,339,58,34,58777
2022-11-23,121,31,5053,674,328,71,25,58867
2022-11-24,133,33,27214,776,1580,360,150,58967
2022-11-25,108,36,6042,654,321,70,35,59039
2022-11-26,134,27,9342,1045,435,67,33,59146
2022-11-27,129,29,8156,948,411,65,28,59246
2022-11-28,136,31,5082,665,346,61,24,59351
2022-11-29,132,29,5923,754,345,58,31,59454
2022-11-30,147,37,5315,509,374,67,32,59564
2022-12-01,131,29,5515,674,298,57,29,59666
2022-12-02,124,30,6615,786,346,58,32,59760
2022-12-03,131,33,9525,999,471,72,34,59858
2022-12-04,137,28,8974,1134,544,77,34,59967
2022-12-05,130,31,5162,608,357,67,24,60066
2022-12-06,130,33,6065,648,331,72,28,60163
2022-12-07,121,31,6598,653,314,63,31,60253
2022-12-08,121,32,5765,506,356,56,34,60342
2022-12-09,112,30,6828,575,346,69,34,60424
2022-12-10,153,27,10233,870,454,68,34,60550
2022-12-11,114,33,10615,1059,423,65,31,60631
2022-12-12,121,38,6279,710,317,63,31,60714
2022-12-13,121,32,6479,675,376,71,30,60803
2022-12-14,142,33,7015,708,364,58,35,60912
2022-12-15,127,35,6449,644,290,60,29,61004
2022-12-16,147,28,5889,734,289,58,35,61123
2022-12-17,122,38,8920,984,553,66,33,61207
2022-12-18,135,33,9604,990,435,58,32,61309
2022-12-19,120,38,5469,639,345,61,30,61391
2022-12-20,160,30,6218,702,308,61,28,61521
2022-12-21,116,38,7030,630,382,64,30,61599
2022-12-22,136,35,4968,723,303,56,31,61700
2022-12-23,140,34,7371,584,367,66,25,61806
2022-12-24,137,33,10707,880,502,74,32,61910
2022-12-25,129,32,9224,1057,507,66,36,62007
2022-12-26,130,37,6825,655,265,76,34,62100
2022-12-27,133,33,6504,631,257,74,31,62200
2022-12-28,130,26,7332,721,323,71,33,62304
2022-12-29,145,29,7202,622,339,66,31,62420
2022-12-30,162,32,5663,649,294,66,33,62550
2022-12-31,125,34,10504,1134,442,71,38,62641
2023-01-01,114,33,9759,1149,525,63,36,62722
2023-01-02,132,37,6726,769,350,53,34,62817
2023-01-03,167,26,6211,646,327,69,31,62958
2023-01-04,122,33,7903,747,358,59,35,63047
2023-01-05,155,27,7458,603,293,60,27,63175
2023-01-06,156,35,6282,606,321,66,32,63296
2023-01-07,126,33,8854,765,582,66,35,63389
2023-01-08,141,34,9866,1168,504,57,35,63496
2023-01-09,155,30,7167,610,338,67,35,63621
2023-01-10,129,37,7063,660,411,73,34,63713
2023-01-11,131,36,7794,608,287,59,32,63808
2023-01-12,126,35,7503,716,361,75,35,63899
2023-01-13,120,33,7659,645,391,56,30,63986
2023-01-14,125,35,10859,874,486,81,30,64076
2023-01-15,118,31,9091,1051,546,64,33,64163
2023-01-16,135,36,6928,575,303,68,34,64262
2023-01-17,124,39,7846,616,313,54,27,64347
2023-01-18,138,37,7085,531,349,66,35,64448
2023-01-19,114,31,7510,578,363,68,36,64531
2023-01-20,139,34,6949,686,374,66,33,64636
2023-01-21,146,29,9695,813,585,63,41,64753
2023-01-22,108,35,10715,862,502,61,31,64826
2023-01-23,140,35,7485,676,378,75,32,64931
2023-01-24,152,27,6810,639,326,67,32,65056
2023-01-25,119,29,7142,812,368,78,33,65146
2023-01-26,158,32,6653,802,345,64,32,65272
2023-01-27,141,32,8194,619,354,64,29,65381
2023-01-28,126,29,10767,1074,529,73,32,65478
2023-01-29,135,35,12751,1095,427,56,33,65578
2023-01-30,143,34,8588,639,301,59,38,65687
2023-01-31,137,33,7415,578,343,75,41,65791
2023-02-01,143,31,6745,680,282,60,38,65903
2023-02-02,123,37,5957,669,368,55,31,65989
2023-02-03,138,39,6441,652,370,80,31,66088
2023-02-04,117,32,9807,1068,528,58,33,66173
2023-02-05,135,32,12980,946,454,69,40,66276
2023-02-06,124,35,7719,604,388,68,33,66365
2023-02-07,127,32,7954,691,411,49,29,66460
2023-02-08,154,33,5975,711,347,66,32,66581
2023-02-09,152,36,6782,604,359,71,36,66697
2023-02-10,145,27,8415,749,349,70,36,66815
2023-02-11,122,38,11963,846,541,74,33,66899
2023-02-12,133,34,11495,970,508,66,36,66998
2023-02-13,154,32,8242,669,342,73,26,67120
2023-02-14,139,34,45524,644,1870,320,170,67225
2023-02-15,169,34,7674,649,424,59,37,67360
2023-02-16,143,28,7925,818,296,59,31,67475
2023-02-17,140,39,8046,630,341,58,31,67576
2023-02-18,134,34,14714,1287,456,75,28,67676
2023-02-19,140,36,9408,1080,600,58,40,67780
2023-02-20,136,37,8503,697,325,70,32,67879
2023-02-21,148,31,7890,724,295,67,35,67996
2023-02-22,151,36,8456,867,368,68,36,68111
2023-02-23,127,33,7496,624,406,78,39,68205
2023-02-24,120,37,8005,615,369,66,34,68288
2023-02-25,113,27,12959,961,529,73,32,68374
2023-02-26,146,34,15903,1044,541,69,35,68486
2023-02-27,123,32,8759,575,396,68,39,68577
2023-02-28,109,36,7435,697,317,85,34,68650
2023-03-01,144,36,7797,813,344,59,31,68758
2023-03-02,174,32,7792,707,332,78,29,68900
2023-03-03,139,32,6711,676,307,74,30,69007
2023-03-04,151,34,11891,981,505,66,37,69124
2023-03-05,141,31,13228,1140,580,81,33,69234
2023-03-06,138,37,7184,641,369,56,32,69335
2023-03-07,152,33,9116,828,372,66,32,69454
2023-03-08,136,24,8671,835,354,61,35,69566
2023-03-09,144,33,7675,718,368,72,34,69677
2023-03-10,144,31,8182,700,322,62,34,69790
2023-03-11,131,29,14467,1159,508,73,39,69892
2023-03-12,154,30,13413,1167,535,68,40,70016
2023-03-13,138,35,8352,645,360,66,29,70119
2023-03-14,130,39,8160,666,362,73,36,70210
2023-03-15,148,36,8438,610,346,68,32,70322
2023-03-16,128,33,7958,732,338,62,34,70417
2023-03-17,141,36,6632,751,463,90,36,70522
2023-03-18,141,33,15198,915,576,67,34,70630
2023-03-19,156,32,12836,1009,550,54,36,70754
2023-03-20,148,31,8774,611,344,64,37,70871
2023-03-21,141,29,8401,643,337,61,36,70983
2023-03-22,153,33,7840,746,348,76,33,71103
2023-03-23,161,35,8314,656,364,73,33,71229
2023-03-24,149,35,7126,687,287,73,30,71343
2023-03-25,142,33,15640,889,447,68,32,71452
2023-03-26,123,32,11179,1083,498,68,42,71543
2023-03-27,127,37,7634,706,362,68,32,71633
2023-03-28,138,30,8146,658,346,70,31,71741
2023-03-29,133,38,9628,697,407,77,36,71836
2023-03-30,139,32,8550,724,302,73,35,71943
2023-03-31,143,32,7489,654,329,74,34,72054
2023-04-01,150,30,14439,910,615,74,40,72174
2023-04-02,141,33,13777,1263,541,77,37,72282
2023-04-03,149,39,9027,668,388,73,33,72392
2023-04-04,144,37,9185,707,430,73,34,72499
2023-04-05,114,39,10631,787,332,79,33,72574
2023-04-06,129,37,10457,967,354,66,38,72666
2023-04-07,141,31,7997,626,348,65,34,72776
2023-04-08,126,34,14979,1122,432,63,29,72868
2023-04-09,152,33,13385,999,520,72,35,72987
2023-04-10,165,40,9027,678,390,58,30,73112
2023-04-11,161,31,7145,666,378,75,43,73242
2023-04-12,140,39,8456,637,381,71,32,73343
2023-04-13,165,39,7907,716,345,80,35,73469
2023-04-14,146,42,9321,613,336,67,36,73573
2023-04-15,139,34,14295,1182,607,70,34,73678
2023-04-16,135,38,10235,1086,513,80,34,73775
2023-04-17,140,44,8591,751,371,82,37,73871
2023-04-18,139,33,9576,688,366,67,41,73977
2023-04-19,147,30,8449,695,413,73,38,74094
2023-04-20,147,29,9236,743,396,74,41,74212
2023-04-21,144,38,8909,639,314,75,32,74318
2023-04-22,151,29,13349,1047,477,70,37,74440
2023-04-23,162,34,12554,993,574,81,36,74568
2023-04-24,159,37,7554,660,360,58,37,74690
2023-04-25,123,36,7634,572,346,69,41,74777
2023-04-26,108,37,9204,823,399,75,35,74848
2023-04-27,159,37,8608,676,370,75,34,74970
2023-04-28,125,41,8467,811,365,82,38,75054
2023-04-29,142,32,12328,1207,588,81,29,75164
2023-04-30,128,33,12472,951,525,70,35,75259
2023-05-01,119,33,9469,649,421,82,35,75345
2023-05-02,154,39,8279,916,335,67,33,75460
2023-05-03,157,39,7412,857,388,79,40,75578
2023-05-04,137,38,9190,728,417,86,32,75677
2023-05-05,108,40,8371,749,315,81,36,75745
2023-05-06,138,32,12848,1027,529,73,37,75851
2023-05-07,152,42,14855,1144,610,70,41,75961
2023-05-08,125,42,8506,680,408,62,36,76044
2023-05-09,149,39,8760,584,360,75,40,76154
2023-05-10,146,43,7503,636,339,65,39,76257
2023-05-11,155,30,8310,735,402,67,37,76382
2023-05-12,148,34,9004,651,410,64,32,76496
2023-05-13,132,34,10738,1095,486,70,31,76594
2023-05-14,165,39,64777,984,2422,365,185,76720
2023-05-15,145,32,8541,678,376,75,34,76833
2023-05-16,147,39,8479,799,391,69,40,76941
2023-05-17,133,41,9308,755,357,81,39,77033
2023-05-18,141,39,8704,737,393,72,36,77135
2023-05-19,134,37,9653,803,342,68,32,77232
2023-05-20,145,33,11345,1161,436,75,38,77344
2023-05-21,173,33,12748,1269,531,88,33,77484
2023-05-22,127,41,8443,706,372,76,34,77570
2023-05-23,124,39,7465,708,360,71,33,77655
2023-05-24,170,36,9143,644,327,62,36,77789
2023-05-25,145,35,10268,710,303,72,41,77899
2023-05-26,138,29,8302,814,352,75,37,78008
2023-05-27,164,33,13082,1258,606,71,35,78139
2023-05-28,139,44,12535,1221,627,61,31,78234
2023-05-29,176,32,7682,610,416,68,39,78378
2023-05-30,159,37,6754,825,341,85,34,78500
2023-05-31,141,40,7660,608,329,85,37,78601
2023-06-01,181,32,7080,812,391,67,35,78750
2023-06-02,140,37,9608,718,396,79,40,78853
2023-06-03,160,40,12148,1198,582,65,36,78973
2023-06-04,154,37,11840,970,447,85,37,79090
2023-06-05,169,48,8885,835,341,76,39,79211
2023-06-06,173,31,7229,638,372,81,45,79353
2023-06-07,150,41,7501,698,392,62,40,79462
2023-06-08,138,36,8162,674,403,79,37,79564
2023-06-09,157,40,8922,618,380,74,37,79681
2023-06-10,140,39,12714,1135,580,81,35,79782
2023-06-11,180,34,12380,1329,567,81,33,79928
2023-06-12,152,38,8097,952,401,75,35,80042
2023-06-13,145,30,8337,759,387,70,34,80157
2023-06-14,153,39,8158,836,378,81,40,80271
2023-06-15,130,38,7156,770,366,74,33,80363
2023-06-16,136,40,7996,791,379,68,42,80459
2023-06-17,169,41,10632,1092,592,68,40,80587
2023-06-18,141,39,11977,1153,580,64,37,80689
2023-06-19,135,38,7521,795,391,71,37,80786
2023-06-20,159,34,9882,712,428,83,35,80911
2023-06-21,169,35,7830,750,388,76,38,81045
2023-06-22,162,42,6739,752,353,71,41,81165
2023-06-23,166,43,7716,820,412,81,35,81288
2023-06-24,140,36,12309,1015,490,69,32,81392
2023-06-25,130,38,13624,1131,507,76,40,81484
2023-06-26,174,34,7302,904,392,74,39,81624
2023-06-27,147,42,6514,848,399,81,33,81729
2023-06-28,148,40,8350,862,332,64,35,81837
2023-06-29,172,45,6635,762,365,69,34,81964
2023-06-30,160,34,7342,785,357,63,35,82090
2023-07-01,159,36,11190,1257,543,74,36,82213
2023-07-02,185,38,11374,1321,625,85,37,82360
2023-07-03,142,40,8139,614,408,72,35,82462
2023-07-04,167,37,7075,663,380,72,35,82592
2023-07-05,153,34,7366,864,361,83,37,82711
2023-07-06,157,41,7542,743,330,84,38,82827
2023-07-07,176,40,7644,713,436,75,37,82963
2023-07-08,161,34,11375,1003,607,81,42,83090
2023-07-09,161,43,11724,1084,532,68,40,83208
2023-07-10,169,42,8098,659,410,87,32,83335
2023-07-11,148,38,7740,927,380,93,40,83445
2023-07-12,140,38,7763,766,372,80,40,83547
2023-07-13,137,40,6234,763,400,60,36,83644
2023-07-14,123,35,7423,814,355,72,32,83732
2023-07-15,185,38,11576,1264,556,81,38,83879
2023-07-16,137,30,11819,1263,583,73,38,83986
2023-07-17,150,41,6816,853,365,86,34,84095
2023-07-18,150,32,6821,722,411,81,32,84213
2023-07-19,159,44,6864,748,457,71,38,84328
2023-07-20,167,37,7651,831,356,77,37,84458
2023-07-21,168,37,7990,731,321,70,37,84589
2023-07-22,145,36,10391,1158,463,75,38,84698
2023-07-23,152,37,11783,1206,570,73,34,84813
2023-07-24,159,44,7270,835,361,86,37,84928
2023-07-25,151,29,7073,637,395,93,40,85050
2023-07-26,180,43,6991,830,392,66,37,85187
2023-07-27,162,40,7654,757,325,62,32,85309
2023-07-28,166,34,7334,831,317,75,36,85441
2023-07-29,165,34,13045,1255,598,65,34,85572
2023-07-30,173,45,9695,1353,589,78,39,85700
2023-07-31,158,35,7411,883,372,83,40,85823
2023-08-01,135,34,6655,883,324,89,32,85924
2023-08-02,162,43,6399,891,407,79,41,86043
2023-08-03,145,40,6983,802,439,76,34,86148
2023-08-04,147,35,7068,782,400,62,45,86260
2023-08-05,165,39,13477,1272,535,78,38,86386
2023-08-06,175,35,10214,1257,588,78,34,86526
2023-08-07,156,43,6138,757,337,83,34,86639
2023-08-08,161,43,7091,813,432,72,40,86757
2023-08-09,183,41,5457,780,394,74,37,86899
2023-08-10,160,40,6805,716,322,66,38,87019
2023-08-11,197,46,6863,885,380,60,45,87170
2023-08-12,165,39,11069,1182,615,69,36,87296
2023-08-13,129,34,11227,1417,568,66,39,87391
2023-08-14,169,41,6462,657,381,81,44,87519
2023-08-15,163,47,6687,742,344,74,40,87635
2023-08-16,177,35,6255,789,415,74,33,87777
2023-08-17,168,37,5997,876,367,70,41,87908
2023-08-18,155,41,6955,819,308,53,34,88022
2023-08-19,138,39,8811,1218,568,90,44,88121
2023-08-20,154,35,9658,1048,648,70,36,88240
2023-08-21,144,43,6037,697,379,75,51,88341
2023-08-22,148,48,7059,815,463,67,45,88441
2023-08-23,167,40,7881,682,412,86,36,88568
2023-08-24,184,35,5798,748,408,80,39,88717
2023-08-25,164,33,5421,831,390,72,42,88848
2023-08-26,139,40,9839,1071,589,76,42,88947
2023-08-27,165,43,9961,1378,577,92,41,89069
2023-08-28,177,41,6764,890,384,78,44,89205
2023-08-29,149,39,6314,668,417,77,39,89315
2023-08-30,156,37,6466,720,359,71,38,89434
2023-08-31,159,35,6831,613,354,64,38,89558
2023-09-01,146,43,7263,733,352,78,43,89661
2023-09-02,169,43,7928,1284,718,82,41,89787
2023-09-03,157,33,9478,1144,628,88,40,89911
2023-09-04,166,46,6692,833,410,61,43,90031
2023-09-05,145,42,5943,676,356,70,31,90134
2023-09-06,152,45,7668,861,423,75,41,90241
2023-09-07,171,34,6115,754,394,79,40,90378
2023-09-08,153,34,6496,799,407,78,46,90497
2023-09-09,187,39,10319,1188,540,78,33,90645
2023-09-10,153,42,9188,1047,609,83,46,90756
2023-09-11,163,47,5303,708,383,72,40,90872
2023-09-12,175,42,6222,878,369,87,42,91005
2023-09-13,137,39,7164,833,430,83,46,91103
2023-09-14,132,35,6273,886,339,77,42,91200
2023-09-15,136,45,5939,828,423,93,41,91291
2023-09-16,181,36,10627,1221,643,92,41,91436
2023-09-17,152,46,9401,997,549,87,38,91542
2023-09-18,202,39,6148,782,369,56,40,91705
2023-09-19,152,46,6574,802,393,93,37,91811
2023-09-20,164,42,6975,962,413,86,40,91933
2023-09-21,186,39,8017,861,396,96,30,92080
2023-09-22,193,38,7010,930,420,90,42,92235
2023-09-23,194,38,10838,1282,711,93,39,92391
2023-09-24,181,42,9220,1125,574,87,39,92530
2023-09-25,178,40,5811,817,334,91,41,92668
2023-09-26,171,38,6517,827,437,96,34,92801
2023-09-27,174,39,6548,733,472,82,48,92936
2023-09-28,153,40,5782,778,420,68,40,93049
2023-09-29,148,31,6370,793,361,78,39,93166
2023-09-30,162,42,10119,1411,600,84,36,93286
2023-10-01,159,36,10087,963,540,81,40,93409
2023-10-02,155,35,6822,909,431,71,46,93529
2023-10-03,173,33,6689,736,351,67,44,93669
2023-10-04,178,33,6175,701,394,75,44,93814
2023-10-05,164,35,6176,909,365,87,42,93943
2023-10-06,187,37,5735,873,412,94,39,94093
2023-10-07,144,48,11531,1374,588,88,34,94189
2023-10-08,160,38,9808,1320,621,90,39,94311
2023-10-09,151,41,6390,983,408,80,39,94421
2023-10-10,132,42,5938,861,367,67,45,94511
2023-10-11,162,41,8478,804,433,77,42,94632
2023-10-12,161,40,5859,845,406,79,47,94753
2023-10-13,188,35,6290,919,368,77,45,94906
2023-10-14,174,46,10285,1131,750,82,39,95034
2023-10-15,147,48,10484,1147,642,85,33,95133
2023-10-16,194,34,7236,794,403,88,46,95293
2023-10-17,184,36,7811,647,467,79,46,95441
2023-10-18,173,39,6963,831,485,66,35,95575
2023-10-19,160,37,5938,666,404,78,47,95698
2023-10-20,148,43,6482,826,425,82,42,95803
2023-10-21,158,38,10307,1339,555,92,41,95923
2023-10-22,182,50,12092,1174,607,77,47,96055
2023-10-23,195,46,5758,961,403,86,46,96204
2023-10-24,190,42,7516,703,419,84,43,96352
2023-10-25,156,45,6845,922,425,82,43,96463
2023-10-26,146,45,7304,880,435,90,43,96564
2023-10-27,167,38,6687,683,422,77,39,96693
2023-10-28,136,37,9303,1573,543,77,41,96792
2023-10-29,170,41,10949,1231,561,82,37,96921
2023-10-30,163,44,7253,754,390,77,39,97040
2023-10-31,157,41,7489,711,402,86,39,97156
2023-11-01,139,34,6835,809,457,76,38,97261
2023-11-02,174,38,6451,818,366,84,41,97397
2023-11-03,157,41,5809,837,399,82,40,97513
2023-11-04,146,41,11201,1207,681,84,43,97618
2023-11-05,118,49,10823,1323,603,79,34,97687
2023-11-06,165,35,6271,798,434,80,41,97817
2023-11-07,195,43,6588,670,409,83,42,97969
2023-11-08,194,47,6659,819,426,84,40,98116
2023-11-09,159,51,5967,635,406,83,40,98224
2023-11-10,156,39,6454,862,444,97,35,98341
2023-11-11,174,43,9377,1126,528,75,43,98472
2023-11-12,150,44,10174,1270,601,82,44,98578
2023-11-13,172,42,6574,944,429,70,43,98708
2023-11-14,179,41,5963,755,439,86,46,98846
2023-11-15,187,43,8592,924,480,74,42,98990
2023-11-16,165,31,8069,799,401,81,43,99124
2023-11-17,164,44,6635,983,480,80,42,99244
2023-11-18,152,42,11127,1209,585,86,44,99354
2023-11-19,153,40,11324,1150,711,79,35,99467
2023-11-20,163,50,8140,895,453,78,38,99580
2023-11-21,174,39,6702,802,381,95,48,99715
2023-11-22,183,40,8127,768,432,86,31,99858
2023-11-23,154,50,6951,799,417,79,41,99962
2023-11-24,193,38,6395,836,446,81,46,100117
2023-11-25,163,39,11919,1429,616,97,41,100241
2023-11-26,168,41,62986,1017,3052,410,200,100368
2023-11-27,155,45,9398,844,478,78,42,100478
2023-11-28,127,43,6595,895,417,78,40,100562
2023-11-29,183,36,8050,859,456,79,42,100709
2023-11-30,181,39,7244,954,412,79,39,100851
2023-12-01,164,39,8177,837,492,73,46,100976
2023-12-02,170,41,9740,1243,589,74,48,101105
2023-12-03,177,44,10018,1342,594,77,41,101238
2023-12-04,142,44,7078,854,487,89,36,101336
2023-12-05,160,34,7766,813,404,81,40,101462
2023-12-06,182,46,7239,890,491,82,41,101598
2023-12-07,148,43,8279,792,461,95,44,101703
2023-12-08,174,48,8600,796,417,95,38,101829
2023-12-09,146,44,12450,1204,520,82,39,101931
2023-12-10,177,47,13703,1446,634,79,44,102061
2023-12-11,169,44,8223,575,429,77,46,102186
2023-12-12,142,48,6962,883,474,90,39,102280
2023-12-13,190,44,9045,853,492,83,36,102426
2023-12-14,157,42,7509,708,396,81,56,102541
2023-12-15,156,52,8756,878,459,78,45,102645
2023-12-16,174,46,13991,1338,687,78,41,102773
2023-12-17,190,45,12693,1354,708,88,46,102918
2023-12-18,153,37,6910,627,447,74,42,103034
2023-12-19,171,37,7410,970,343,93,46,103168
2023-12-20,178,43,9278,791,420,80,43,103303
2023-12-21,182,43,8088,913,378,84,43,103442
2023-12-22,174,40,8328,918,419,74,42,103576
2023-12-23,165,43,13388,1171,703,85,36,103698
2023-12-24,157,49,13367,1369,661,82,51,103806
2023-12-25,173,45,8599,824,477,85,38,103934
2023-12-26,153,37,8224,680,443,98,37,104050
2023-12-27,121,42,8171,958,373,87,41,104129
2023-12-28,179,39,9196,792,321,79,38,104269
2023-12-29,187,41,8975,785,436,79,42,104415
2023-12-30,131,41,12478,1237,630,91,45,104505
2023-12-31,154,40,14253,1324,582,97,47,104619
2024-01-01,182,37,8498,856,357,88,46,104764
2024-01-02,207,42,7908,908,399,92,41,104929
2024-01-03,172,40,8020,746,422,91,43,105061
2024-01-04,160,30,7861,798,459,98,44,105191
2024-01-05,169,52,8511,853,439,69,35,105308
2024-01-06,196,47,14803,1540,751,92,45,105457
2024-01-07,161,41,12164,1281,580,94,36,105577
2024-01-08,159,43,9021,958,470,74,52,105693
2024-01-09,164,38,8305,868,434,78,41,105819
2024-01-10,156,50,8692,823,462,79,42,105925
2024-01-11,175,51,7606,844,414,80,39,106049
2024-01-12,201,44,8796,852,479,82,40,106206
2024-01-13,179,47,13282,1378,669,88,53,106338
2024-01-14,169,44,14331,1480,606,94,47,106463
2024-01-15,168,37,9302,899,433,96,36,106594
2024-01-16,146,41,8039,972,424,79,49,106699
2024-01-17,189,44,10162,785,456,79,48,106844
2024-01-18,172,41,9396,834,383,98,42,106975
2024-01-19,171,42,9420,807,433,92,44,107104
2024-01-20,230,43,13894,1347,678,87,43,107291
2024-01-21,179,43,13235,1260,655,91,52,107427
2024-01-22,161,43,9542,935,494,86,40,107545
2024-01-23,167,39,9819,791,470,91,44,107673
2024-01-24,194,40,7763,877,436,84,41,107827
2024-01-25,176,38,8931,933,446,89,37,107965
2024-01-26,149,47,9231,693,450,74,53,108067
2024-01-27,191,34,14626,1590,682,81,38,108224
2024-01-28,163,48,16017,1275,535,81,44,108339
2024-01-29,208,49,8833,698,424,84,36,108498
2024-01-30,194,42,9126,890,373,79,42,108650
2024-01-31,167,32,9142,880,494,83,45,108785
2024-02-01,198,42,8894,870,436,74,40,108941
2024-02-02,176,43,9364,965,430,92,46,109074
2024-02-03,190,39,15723,1416,717,87,42,109225
2024-02-04,184,41,13102,1357,687,72,49,109368
2024-02-05,161,50,10213,919,390,80,49,109479
2024-02-06,164,46,8153,871,437,90,41,109597
2024-02-07,194,39,9302,1037,425,83,44,109752
2024-02-08,170,37,9561,751,363,81,44,109885
2024-02-09,169,42,11578,894,410,87,46,110012
2024-02-10,159,43,14508,1332,649,91,44,110128
2024-02-11,184,46,11668,1431,654,75,44,110266
2024-02-12,213,41,8004,809,376,93,43,110438
2024-02-13,158,46,10067,729,492,81,44,110550
2024-02-14,177,52,10679,898,437,88,49,110675
2024-02-15,202,47,10468,910,444,88,47,110830
2024-02-16,175,44,10287,1017,460,83,47,110961
2024-02-17,185,43,16987,1159,612,79,47,111103
2024-02-18,158,42,14434,1483,694,86,43,111219
2024-02-19,185,49,11111,1097,427,103,45,111355
2024-02-20,174,41,8556,854,404,76,39,111488
2024-02-21,195,44,9323,773,469,103,50,111639
2024-02-22,199,44,8419,852,510,86,32,111794
2024-02-23,224,42,10018,890,476,89,44,111976
2024-02-24,188,38,15418,1410,729,79,49,112126
2024-02-25,184,45,15703,1255,633,82,38,112265
2024-02-26,181,44,10439,1029,374,84,46,112402
2024-02-27,172,46,9433,792,512,79,41,112528
2024-02-28,184,42,10223,737,537,87,42,112670
2024-02-29,173,50,8880,991,515,85,48,112793
2024-03-01,181,40,11893,690,431,105,45,112934
2024-03-02,202,52,15255,1312,592,78,35,113084
2024-03-03,160,36,14994,1759,598,90,40,113208
2024-03-04,199,46,12204,893,372,91,49,113361
2024-03-05,202,46,9240,795,442,79,46,113517
2024-03-06,177,41,9381,890,519,95,52,113653
2024-03-07,141,46,9429,891,441,86,52,113748
2024-03-08,168,50,10537,911,462,67,43,113866
2024-03-09,202,34,16631,1435,765,95,56,114034
2024-03-10,179,47,17151,1206,645,79,45,114166
2024-03-11,161,33,13408,1050,540,80,40,114294
2024-03-12,170,40,8278,921,539,96,42,114424
2024-03-13,195,52,11350,965,443,86,34,114567
2024-03-14,189,42,10117,843,424,98,52,114714
2024-03-15,175,39,10101,1016,481,100,52,114850
2024-03-16,173,44,15120,1317,651,84,40,114979
